rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
2259,1200,Healthcare,Ning Zhao,56,China,Pharmaceuticals,Healthcare,,TRUE,Split Family Fortune,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhou Wen & family,58,China,Chemicals,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Construction & Engineering,Zhu Xingliang,63,China,Construction,Construction & Engineering,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Hari Krishan Agarwal,66,India,Sports shoes,Fashion & Retail,,TRUE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Farkhad Akhmedov,67,Russia,Investments,Energy,,TRUE,D,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2405,1100,Healthcare,Prem Kumar Arora,84,,Pharmaceuticals,Healthcare,,FALSE,N,M,4/4/2023 5:01,,,,,,
2405,1100,Finance & Investments,Joseph Bae,51,United States,Private equity,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Abigail Bennett,42,United States,Liquor,Food & Beverage,,FALSE,Split Family Fortune,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Sara Blakely,52,United States,Spanx,Fashion & Retail,Spanx,TRUE,E,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Lloyd Blankfein,68,United States,Banking,Finance & Investments,Goldman Sachs Group,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Diversified,Henadiy Boholyubov,61,Ukraine,"Banking, investments",Diversified,,TRUE,E,M,4/4/2023 5:01,"$153,781,069,118",99,71.6,20.1,45.2,44385155
2405,1100,Real Estate,Stephane Bonvin,56,Switzerland,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
2405,1100,Diversified,Oleg Boyko,58,Switzerland,Diversified,Diversified,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
2405,1100,Technology,Ryan Breslow,28,United States,E-commerce software,Technology,Bolt,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Thomas Bruch,72,Germany,Retail,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Technology,Marina Budiman,61,Indonesia,Data centers,Technology,,TRUE,D,F,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
2405,1100,Food & Beverage,Pradip Burman,80,India,Consumer goods,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Cai Hongbin,,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Cao Kejian,60,China,Air compressors,Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Giuliana Caprotti,82,Italy,Supermarkets,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2405,1100,Food & Beverage,Marina Caprotti,45,Italy,Supermarkets,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2405,1100,Technology,Chang Jing,40,China,Technology,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Chen Baohua,61,China,Pharmaceutical,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Energy,Gang Chen,55,China,Solar energy,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Logistics,Liying Chen,47,China,Package delivery,Logistics,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Tony Chen,73,Taiwan,Electronics,Technology,,TRUE,U,M,4/4/2023 5:01,,,,,,
2405,1100,Manufacturing,Chen Xueling,55,China,Stationery,Manufacturing,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Cheng Lili,58,China,Poultry breeding,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Cho Jyh-jer,,,Semiconductors,Technology,,TRUE,D,M,4/4/2023 5:01,,,,,,
2405,1100,Technology,Weili Dai,61,United States,Semiconductors,Technology,Marvell Technology Group Ltd.,TRUE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Carmen Daurella Aguilera,,Spain,Coca-Cola bottler,Food & Beverage,,FALSE,R,F,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
2405,1100,Manufacturing,Deng Yingzhong,72,China,Paper,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Finance & Investments,Shlomo Eliahu,87,Israel,Insurance,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
2405,1100,Finance & Investments,Henry Engelhardt,65,United Kingdom,Insurance,Finance & Investments,Admiral Group,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Service,Gabriel Escarrer,88,Spain,Hotels,Service,,TRUE,E,M,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
2405,1100,Manufacturing,Daniel Feffer,63,Brazil,Pulp and paper,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2405,1100,Manufacturing,Ruben Feffer,53,Brazil,Pulp and paper,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2405,1100,Telecom,Gleb Fetisov,56,Cyprus,Investments,Telecom,,TRUE,D,M,4/4/2023 5:01,"$24,564,647,935",99.3,80.8,24.5,22.4,1198575
2405,1100,Fashion & Retail,Paul Fireman,79,United States,Reebok,Fashion & Retail,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Robert Fisher,69,United States,Gap,Fashion & Retail,Gap Inc.,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Bernd Freier,66,Germany,Fashion retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Manufacturing,Donald Friese,82,United States,Manufacturing,Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,Gan Zhongru,74,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Rahul Gautam,70,India,Mattresses,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Finance & Investments,David Golub,60,United States,Private equity,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Real Estate,Pavel Golubkov,47,Russia,"Building, development",Real Estate,,TRUE,N,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2405,1100,Fashion & Retail,Cristina Green,,United Kingdom,Fashion retail,Fashion & Retail,,TRUE,Split Family Fortune,F,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Fashion & Retail,Philip Green,,United Kingdom,Fashion retail,Fashion & Retail,,TRUE,Split Family Fortune,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Energy,Said Gutseriev,34,United Kingdom,"Retail, investments",Energy,,FALSE,R,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Service,Polys Haji-Ioannou,63,Monaco,EasyJet,Service,,FALSE,U,M,4/4/2023 5:01,"$7,184,844,193",,,,,38964
2405,1100,Food & Beverage,He Zuxun,57,China,Pig breeding,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Finance & Investments,Christian Herz,,Germany,Coffee,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Finance & Investments,Michaela Herz,,Germany,Coffee,Finance & Investments,,FALSE,E,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Technology,David Hindawi,78,United States,Software,Technology,Tanium,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Technology,Huang Shan,52,China,Software,Technology,,TRUE,R,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Huang Xiaofen & family,61,China,Printed circuit boards,Technology,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Automotive,Hiroshi Ishibashi,76,Japan,Tires,Automotive,,FALSE,U,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,Japan,Pachinko machines,Gambling & Casinos,,FALSE,R,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,Thailand,Auto loans,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
2405,1100,Finance & Investments,Nikhil Kamath,36,India,Financial services,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Finance & Investments,Jonas Kamprad,57,United Kingdom,IKEA,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Mathias Kamprad,53,United Kingdom,IKEA,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Peter Kamprad,59,Belgium,IKEA,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$529,606,710,418",103.9,81.6,24,55.4,11484055
2405,1100,Service,Fumio Kaneko,66,Japan,Waste management,Service,,TRUE,N,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
2405,1100,Automotive,Sunjay Kapur,51,India,Auto parts,Automotive,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Ali Metin Kazanci,88,Turkey,Energy,Energy,,TRUE,R,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
2405,1100,Healthcare,Kangbao Ke & family,60,China,Retailing,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Sports,Carsten Koerl,58,Switzerland,Sports data,Sports,,TRUE,D,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
2405,1100,Technology,Koo Bon-sik,64,South Korea,LG,Technology,Heesung,FALSE,E,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
2405,1100,Energy,Andrei Kosogov,62,Russia,Banking,Energy,,TRUE,D,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2405,1100,Manufacturing,Yogesh Kothari,74,India,Specialty chemicals,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Arvind Lal,73,India,Medical diagnostics,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,Spain,Casinos,Gambling & Casinos,,TRUE,D,M,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
2405,1100,Construction & Engineering,Lee Joong-keun,82,South Korea,"Construction, real estate",Construction & Engineering,Booyoung Group,TRUE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
2405,1100,Finance & Investments,Nancy Lerner,62,United States,"Banking, credit cards",Finance & Investments,,FALSE,E,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Norma Lerner,87,United States,Banking,Finance & Investments,,FALSE,E,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Randolph Lerner,61,United States,"Banking, credit cards",Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,Lin Zhijun,47,China,Medical devices,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Lin Zhixiong & family,49,China,Medical devices,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,United States,Flooring,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Telecom,Lu Rongfu,52,China,Telecommunication,Telecom,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Lyu Yixiong,60,China,Cosmetics,Fashion & Retail,,TRUE,N,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Soichiro Minami,46,Japan,Internet and software,Technology,,TRUE,E,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
2405,1100,Automotive,Pawan Munjal,68,India,Two wheelers,Automotive,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Automotive,Renu Munjal,68,India,Two wheelers,Automotive,,FALSE,Split Family Fortune,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Automotive,Suman Munjal,70,India,Motorcycles,Automotive,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Dmitry Nikolaev,56,Russia,Coal,Energy,,TRUE,N,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2405,1100,Automotive,Sjamsul Nursalim,81,Singapore,"Tires, retail",Automotive,,FALSE,R,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
2405,1100,Fashion & Retail,Adrian Paval,54,Romania,Retail,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$250,077,444,017",85.2,75.4,14.6,20,19356544
2405,1100,Diversified,Antonio Percassi,69,Italy,"Real estate, diversified",Diversified,,TRUE,D,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2405,1100,Fashion & Retail,Kevin Plank,50,United States,Under Armour,Fashion & Retail,Under Armour,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,G.V. Prasad,62,India,Pharmaceuticals,Healthcare,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Pu Zhongjie & family,60,China,Medical equipment,Healthcare,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Rao Wei & family,58,China,Pharmaceuticals,Healthcare,,TRUE,R,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Service,Helena Revoredo,76,Spain,Security services,Service,,FALSE,D,F,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
2405,1100,Finance & Investments,Matthew Roszak,50,United States,Cryptocurrency,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Technology,Paul Sciarra,42,United States,Pinterest,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Rajesh Sharma,53,India,Finance,Finance & Investments,,FALSE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Dean Solon,58,United States,Solar systems,Energy,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Michael Spencer,67,United Kingdom,Stock exchange,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Joseph Steinberg,79,United States,Investments,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Zachary Stern,41,United States,Liquor,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Manufacturing,Manny Stul,73,Australia,Toys,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
2405,1100,Technology,Sun Hongjun,49,China,Semiconductors,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Sun Weijie,59,China,Oilfield equipment,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Sehat Sutardja,61,United States,Semiconductors,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Media & Entertainment,Min-Liang Tan,45,Singapore,gaming,Media & Entertainment,,TRUE,R,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
2405,1100,Fashion & Retail,Tan Yu Yeh,52,Malaysia,Retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$364,701,517,788",105.3,76,12,38.7,32447385
2405,1100,Automotive,Tang Aoqi & family,77,China,Auto parts,Automotive,,TRUE,N,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,Thailand,"Wire & cables, paints",Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
2405,1100,Food & Beverage,Tsao Ter-fung,76,Taiwan,Food,Food & Beverage,,TRUE,N,M,4/4/2023 5:01,,,,,,
2405,1100,Manufacturing,Tung Ching Sai,58,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Arkady Volozh,59,Israel,Search engine,Technology,,TRUE,R,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
2405,1100,Manufacturing,Peter-Alexander Wacker,71,Germany,Chemicals,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Food & Beverage,Wan Long,82,China,Food,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Diversified,Wang Han,35,China,Airline,Diversified,,FALSE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Media & Entertainment,Lars Wingefors,46,Sweden,Video games,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
2405,1100,Manufacturing,Allan Wong,73,Hong Kong,Electronics,Manufacturing,,TRUE,E,M,4/4/2023 5:01,,,,,,
2405,1100,Sports,Tiger Woods,47,United States,Golf,Sports,PGA,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Horst Wortmann,81,Germany,Footwear,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2405,1100,Telecom,Wu Kaiting,53,China,Electronics,Telecom,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Wu Li-gann,82,Taiwan,Electronic components,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
2405,1100,Food & Beverage,Wu Xiangdong,54,China,Consumer,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Xiu Laigui,68,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Xu Jiangnan,61,China,Vitamins,Healthcare,,TRUE,N,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Telecom,Xue Jiping,72,China,Cable,Telecom,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Yao Hsiao Tung,83,Singapore,Manufacturing,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
2405,1100,Technology,Ye Qiongjiu,68,China,Software,Technology,,TRUE,U,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Yanqiao Ye,53,China,Soy sauce,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Yeh Kuo-I,81,,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
2405,1100,Media & Entertainment,Yu Faxiang,51,China,"Tourism, cultural industry",Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Metals & Mining,Zeng Chaolin,40,China,Aluminium,Metals & Mining,,FALSE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Construction & Engineering,Kapeng Zhang,58,China,Building materials,Construction & Engineering,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Zhang Xuansong,51,China,Supermarkets,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Zhang Xuewu,48,China,Snacks,Food & Beverage,,TRUE,R,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Zhu Yiming,50,China,Semiconductors,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Zhu Zhaojiang,49,China,Smartphones,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Zhuo Jun,57,Hong Kong,Printed circuit boards,Manufacturing,,FALSE,D,F,4/4/2023 5:01,,,,,,
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,India,Snacks,Food & Beverage,,FALSE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2540,1000,Finance & Investments,Christian Angermayer,44,United Kingdom,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2540,1000,Fashion & Retail,Ryuji Arai,76,Japan,Retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$5,081,769,542,380",98.8,84.2,11.9,46.7,126226568
2540,1000,Healthcare,Anna Maria Braun,44,Germany,Medical technology,Healthcare,,FALSE,D,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2540,1000,Healthcare,Johanna Braun,43,Germany,Medical technology,Healthcare,,FALSE,E,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
